code,description,category,subcategory,code_system
27775,Musculoskeletal system procedure 27775,Surgery,Musculoskeletal System,CPT
27800,Musculoskeletal system procedure 27800,Surgery,Musculoskeletal System,CPT
27825,Musculoskeletal system procedure 27825,Surgery,Musculoskeletal System,CPT
27850,Musculoskeletal system procedure 27850,Surgery,Musculoskeletal System,CPT
27875,Musculoskeletal system procedure 27875,Surgery,Musculoskeletal System,CPT
27900,Musculoskeletal system procedure 27900,Surgery,Musculoskeletal System,CPT
27925,Musculoskeletal system procedure 27925,Surgery,Musculoskeletal System,CPT
27950,Musculoskeletal system procedure 27950,Surgery,Musculoskeletal System,CPT
27975,Musculoskeletal system procedure 27975,Surgery,Musculoskeletal System,CPT
28000,Musculoskeletal system procedure 28000,Surgery,Musculoskeletal System,CPT
2801F,Performance measure 2801F,Category II - Performance Measures,Quality Measurement,CPT
28025,Musculoskeletal system procedure 28025,Surgery,Musculoskeletal System,CPT
28050,Musculoskeletal system procedure 28050,Surgery,Musculoskeletal System,CPT
28075,Musculoskeletal system procedure 28075,Surgery,Musculoskeletal System,CPT
28100,Musculoskeletal system procedure 28100,Surgery,Musculoskeletal System,CPT
28125,Musculoskeletal system procedure 28125,Surgery,Musculoskeletal System,CPT
28150,Musculoskeletal system procedure 28150,Surgery,Musculoskeletal System,CPT
28175,Musculoskeletal system procedure 28175,Surgery,Musculoskeletal System,CPT
28200,Musculoskeletal system procedure 28200,Surgery,Musculoskeletal System,CPT
28225,Musculoskeletal system procedure 28225,Surgery,Musculoskeletal System,CPT
28250,Musculoskeletal system procedure 28250,Surgery,Musculoskeletal System,CPT
28275,Musculoskeletal system procedure 28275,Surgery,Musculoskeletal System,CPT
28300,Musculoskeletal system procedure 28300,Surgery,Musculoskeletal System,CPT
28325,Musculoskeletal system procedure 28325,Surgery,Musculoskeletal System,CPT
28350,Musculoskeletal system procedure 28350,Surgery,Musculoskeletal System,CPT
28375,Musculoskeletal system procedure 28375,Surgery,Musculoskeletal System,CPT
28400,Musculoskeletal system procedure 28400,Surgery,Musculoskeletal System,CPT
28425,Musculoskeletal system procedure 28425,Surgery,Musculoskeletal System,CPT
28450,Musculoskeletal system procedure 28450,Surgery,Musculoskeletal System,CPT
28475,Musculoskeletal system procedure 28475,Surgery,Musculoskeletal System,CPT
28500,Musculoskeletal system procedure 28500,Surgery,Musculoskeletal System,CPT
2851F,Performance measure 2851F,Category II - Performance Measures,Quality Measurement,CPT
28525,Musculoskeletal system procedure 28525,Surgery,Musculoskeletal System,CPT
28550,Musculoskeletal system procedure 28550,Surgery,Musculoskeletal System,CPT
28575,Musculoskeletal system procedure 28575,Surgery,Musculoskeletal System,CPT
28600,Musculoskeletal system procedure 28600,Surgery,Musculoskeletal System,CPT
28625,Musculoskeletal system procedure 28625,Surgery,Musculoskeletal System,CPT
28650,Musculoskeletal system procedure 28650,Surgery,Musculoskeletal System,CPT
28675,Musculoskeletal system procedure 28675,Surgery,Musculoskeletal System,CPT
28700,Musculoskeletal system procedure 28700,Surgery,Musculoskeletal System,CPT
28725,Musculoskeletal system procedure 28725,Surgery,Musculoskeletal System,CPT
28750,Musculoskeletal system procedure 28750,Surgery,Musculoskeletal System,CPT
28775,Musculoskeletal system procedure 28775,Surgery,Musculoskeletal System,CPT
28800,Musculoskeletal system procedure 28800,Surgery,Musculoskeletal System,CPT
28825,Musculoskeletal system procedure 28825,Surgery,Musculoskeletal System,CPT
28850,Musculoskeletal system procedure 28850,Surgery,Musculoskeletal System,CPT
28875,Musculoskeletal system procedure 28875,Surgery,Musculoskeletal System,CPT
28900,Musculoskeletal system procedure 28900,Surgery,Musculoskeletal System,CPT
28925,Musculoskeletal system procedure 28925,Surgery,Musculoskeletal System,CPT
28950,Musculoskeletal system procedure 28950,Surgery,Musculoskeletal System,CPT
28975,Musculoskeletal system procedure 28975,Surgery,Musculoskeletal System,CPT
29000,Musculoskeletal system procedure 29000,Surgery,Musculoskeletal System,CPT
2901F,Performance measure 2901F,Category II - Performance Measures,Quality Measurement,CPT
29025,Musculoskeletal system procedure 29025,Surgery,Musculoskeletal System,CPT
29050,Musculoskeletal system procedure 29050,Surgery,Musculoskeletal System,CPT
29075,Musculoskeletal system procedure 29075,Surgery,Musculoskeletal System,CPT
29100,Musculoskeletal system procedure 29100,Surgery,Musculoskeletal System,CPT
29125,Musculoskeletal system procedure 29125,Surgery,Musculoskeletal System,CPT
29150,Musculoskeletal system procedure 29150,Surgery,Musculoskeletal System,CPT
29175,Musculoskeletal system procedure 29175,Surgery,Musculoskeletal System,CPT
29200,Musculoskeletal system procedure 29200,Surgery,Musculoskeletal System,CPT
29225,Musculoskeletal system procedure 29225,Surgery,Musculoskeletal System,CPT
29250,Musculoskeletal system procedure 29250,Surgery,Musculoskeletal System,CPT
29275,Musculoskeletal system procedure 29275,Surgery,Musculoskeletal System,CPT
29300,Musculoskeletal system procedure 29300,Surgery,Musculoskeletal System,CPT
29325,Musculoskeletal system procedure 29325,Surgery,Musculoskeletal System,CPT
29350,Musculoskeletal system procedure 29350,Surgery,Musculoskeletal System,CPT
29375,Musculoskeletal system procedure 29375,Surgery,Musculoskeletal System,CPT
29400,Musculoskeletal system procedure 29400,Surgery,Musculoskeletal System,CPT
29425,Musculoskeletal system procedure 29425,Surgery,Musculoskeletal System,CPT
29450,Musculoskeletal system procedure 29450,Surgery,Musculoskeletal System,CPT
29475,Musculoskeletal system procedure 29475,Surgery,Musculoskeletal System,CPT
29500,Musculoskeletal system procedure 29500,Surgery,Musculoskeletal System,CPT
2951F,Performance measure 2951F,Category II - Performance Measures,Quality Measurement,CPT
29525,Musculoskeletal system procedure 29525,Surgery,Musculoskeletal System,CPT
29550,Musculoskeletal system procedure 29550,Surgery,Musculoskeletal System,CPT
29575,Musculoskeletal system procedure 29575,Surgery,Musculoskeletal System,CPT
29600,Musculoskeletal system procedure 29600,Surgery,Musculoskeletal System,CPT
29625,Musculoskeletal system procedure 29625,Surgery,Musculoskeletal System,CPT
29650,Musculoskeletal system procedure 29650,Surgery,Musculoskeletal System,CPT
29675,Musculoskeletal system procedure 29675,Surgery,Musculoskeletal System,CPT
29700,Musculoskeletal system procedure 29700,Surgery,Musculoskeletal System,CPT
29725,Musculoskeletal system procedure 29725,Surgery,Musculoskeletal System,CPT
29750,Musculoskeletal system procedure 29750,Surgery,Musculoskeletal System,CPT
29775,Musculoskeletal system procedure 29775,Surgery,Musculoskeletal System,CPT
29800,Musculoskeletal system procedure 29800,Surgery,Musculoskeletal System,CPT
29825,Musculoskeletal system procedure 29825,Surgery,Musculoskeletal System,CPT
29850,Musculoskeletal system procedure 29850,Surgery,Musculoskeletal System,CPT
29875,Musculoskeletal system procedure 29875,Surgery,Musculoskeletal System,CPT
29900,Musculoskeletal system procedure 29900,Surgery,Musculoskeletal System,CPT
29925,Musculoskeletal system procedure 29925,Surgery,Musculoskeletal System,CPT
29950,Musculoskeletal system procedure 29950,Surgery,Musculoskeletal System,CPT
29975,Musculoskeletal system procedure 29975,Surgery,Musculoskeletal System,CPT
30000,Respiratory system procedure 30000,Surgery,Respiratory System,CPT
3001F,Performance measure 3001F,Category II - Performance Measures,Quality Measurement,CPT
30025,Respiratory system procedure 30025,Surgery,Respiratory System,CPT
30050,Respiratory system procedure 30050,Surgery,Respiratory System,CPT
30075,Respiratory system procedure 30075,Surgery,Respiratory System,CPT
30100,Respiratory system procedure 30100,Surgery,Respiratory System,CPT
30125,Respiratory system procedure 30125,Surgery,Respiratory System,CPT
30150,Respiratory system procedure 30150,Surgery,Respiratory System,CPT
30175,Respiratory system procedure 30175,Surgery,Respiratory System,CPT
30200,Respiratory system procedure 30200,Surgery,Respiratory System,CPT
30225,Respiratory system procedure 30225,Surgery,Respiratory System,CPT
30250,Respiratory system procedure 30250,Surgery,Respiratory System,CPT
30275,Respiratory system procedure 30275,Surgery,Respiratory System,CPT
30300,Respiratory system procedure 30300,Surgery,Respiratory System,CPT
30325,Respiratory system procedure 30325,Surgery,Respiratory System,CPT
30350,Respiratory system procedure 30350,Surgery,Respiratory System,CPT
30375,Respiratory system procedure 30375,Surgery,Respiratory System,CPT
30400,Respiratory system procedure 30400,Surgery,Respiratory System,CPT
30425,Respiratory system procedure 30425,Surgery,Respiratory System,CPT
30450,Respiratory system procedure 30450,Surgery,Respiratory System,CPT
30475,Respiratory system procedure 30475,Surgery,Respiratory System,CPT
30500,Respiratory system procedure 30500,Surgery,Respiratory System,CPT
3051F,Performance measure 3051F,Category II - Performance Measures,Quality Measurement,CPT
30525,Respiratory system procedure 30525,Surgery,Respiratory System,CPT
30550,Respiratory system procedure 30550,Surgery,Respiratory System,CPT
30575,Respiratory system procedure 30575,Surgery,Respiratory System,CPT
30600,Respiratory system procedure 30600,Surgery,Respiratory System,CPT
30625,Respiratory system procedure 30625,Surgery,Respiratory System,CPT
30650,Respiratory system procedure 30650,Surgery,Respiratory System,CPT
30675,Respiratory system procedure 30675,Surgery,Respiratory System,CPT
30700,Respiratory system procedure 30700,Surgery,Respiratory System,CPT
30725,Respiratory system procedure 30725,Surgery,Respiratory System,CPT
30750,Respiratory system procedure 30750,Surgery,Respiratory System,CPT
30775,Respiratory system procedure 30775,Surgery,Respiratory System,CPT
30800,Respiratory system procedure 30800,Surgery,Respiratory System,CPT
30825,Respiratory system procedure 30825,Surgery,Respiratory System,CPT
30850,Respiratory system procedure 30850,Surgery,Respiratory System,CPT
30875,Respiratory system procedure 30875,Surgery,Respiratory System,CPT
30900,Respiratory system procedure 30900,Surgery,Respiratory System,CPT
30925,Respiratory system procedure 30925,Surgery,Respiratory System,CPT
30950,Respiratory system procedure 30950,Surgery,Respiratory System,CPT
30975,Respiratory system procedure 30975,Surgery,Respiratory System,CPT
31000,Respiratory system procedure 31000,Surgery,Respiratory System,CPT
3101F,Performance measure 3101F,Category II - Performance Measures,Quality Measurement,CPT
31025,Respiratory system procedure 31025,Surgery,Respiratory System,CPT
31050,Respiratory system procedure 31050,Surgery,Respiratory System,CPT
31075,Respiratory system procedure 31075,Surgery,Respiratory System,CPT
31100,Respiratory system procedure 31100,Surgery,Respiratory System,CPT
31125,Respiratory system procedure 31125,Surgery,Respiratory System,CPT
31150,Respiratory system procedure 31150,Surgery,Respiratory System,CPT
31175,Respiratory system procedure 31175,Surgery,Respiratory System,CPT
31200,Respiratory system procedure 31200,Surgery,Respiratory System,CPT
31225,Respiratory system procedure 31225,Surgery,Respiratory System,CPT
31250,Respiratory system procedure 31250,Surgery,Respiratory System,CPT
31275,Respiratory system procedure 31275,Surgery,Respiratory System,CPT
31300,Respiratory system procedure 31300,Surgery,Respiratory System,CPT
31325,Respiratory system procedure 31325,Surgery,Respiratory System,CPT
31350,Respiratory system procedure 31350,Surgery,Respiratory System,CPT
31375,Respiratory system procedure 31375,Surgery,Respiratory System,CPT
31400,Respiratory system procedure 31400,Surgery,Respiratory System,CPT
31425,Respiratory system procedure 31425,Surgery,Respiratory System,CPT
31450,Respiratory system procedure 31450,Surgery,Respiratory System,CPT
31475,Respiratory system procedure 31475,Surgery,Respiratory System,CPT
31500,Respiratory system procedure 31500,Surgery,Respiratory System,CPT
3151F,Performance measure 3151F,Category II - Performance Measures,Quality Measurement,CPT
31525,Respiratory system procedure 31525,Surgery,Respiratory System,CPT
31550,Respiratory system procedure 31550,Surgery,Respiratory System,CPT
31575,Respiratory system procedure 31575,Surgery,Respiratory System,CPT
31600,Respiratory system procedure 31600,Surgery,Respiratory System,CPT
31625,Respiratory system procedure 31625,Surgery,Respiratory System,CPT
31650,Respiratory system procedure 31650,Surgery,Respiratory System,CPT
31675,Respiratory system procedure 31675,Surgery,Respiratory System,CPT
31700,Respiratory system procedure 31700,Surgery,Respiratory System,CPT
31725,Respiratory system procedure 31725,Surgery,Respiratory System,CPT
31750,Respiratory system procedure 31750,Surgery,Respiratory System,CPT
31775,Respiratory system procedure 31775,Surgery,Respiratory System,CPT
31800,Respiratory system procedure 31800,Surgery,Respiratory System,CPT
31825,Respiratory system procedure 31825,Surgery,Respiratory System,CPT
31850,Respiratory system procedure 31850,Surgery,Respiratory System,CPT
31875,Respiratory system procedure 31875,Surgery,Respiratory System,CPT
31900,Respiratory system procedure 31900,Surgery,Respiratory System,CPT
31925,Respiratory system procedure 31925,Surgery,Respiratory System,CPT
31950,Respiratory system procedure 31950,Surgery,Respiratory System,CPT
31975,Respiratory system procedure 31975,Surgery,Respiratory System,CPT
32000,Respiratory system procedure 32000,Surgery,Respiratory System,CPT
3201F,Performance measure 3201F,Category II - Performance Measures,Quality Measurement,CPT
32025,Respiratory system procedure 32025,Surgery,Respiratory System,CPT
32050,Respiratory system procedure 32050,Surgery,Respiratory System,CPT
32075,Respiratory system procedure 32075,Surgery,Respiratory System,CPT
32100,Respiratory system procedure 32100,Surgery,Respiratory System,CPT
32125,Respiratory system procedure 32125,Surgery,Respiratory System,CPT
32150,Respiratory system procedure 32150,Surgery,Respiratory System,CPT
32175,Respiratory system procedure 32175,Surgery,Respiratory System,CPT
32200,Respiratory system procedure 32200,Surgery,Respiratory System,CPT
32225,Respiratory system procedure 32225,Surgery,Respiratory System,CPT
32250,Respiratory system procedure 32250,Surgery,Respiratory System,CPT
32275,Respiratory system procedure 32275,Surgery,Respiratory System,CPT
32300,Respiratory system procedure 32300,Surgery,Respiratory System,CPT
32325,Respiratory system procedure 32325,Surgery,Respiratory System,CPT
32350,Respiratory system procedure 32350,Surgery,Respiratory System,CPT
32375,Respiratory system procedure 32375,Surgery,Respiratory System,CPT
32400,Respiratory system procedure 32400,Surgery,Respiratory System,CPT
32425,Respiratory system procedure 32425,Surgery,Respiratory System,CPT
