code,description,category,code_system
E4455,Durable medical equipment item 4455,Durable Medical Equipment,HCPCS Level II
E4460,Durable medical equipment item 4460,Durable Medical Equipment,HCPCS Level II
E4465,Durable medical equipment item 4465,Durable Medical Equipment,HCPCS Level II
E4470,Durable medical equipment item 4470,Durable Medical Equipment,HCPCS Level II
E4475,Durable medical equipment item 4475,Durable Medical Equipment,HCPCS Level II
E4480,Durable medical equipment item 4480,Durable Medical Equipment,HCPCS Level II
E4485,Durable medical equipment item 4485,Durable Medical Equipment,HCPCS Level II
E4490,Durable medical equipment item 4490,Durable Medical Equipment,HCPCS Level II
E4495,Durable medical equipment item 4495,Durable Medical Equipment,HCPCS Level II
E4500,Durable medical equipment item 4500,Durable Medical Equipment,HCPCS Level II
E4505,Durable medical equipment item 4505,Durable Medical Equipment,HCPCS Level II
E4510,Durable medical equipment item 4510,Durable Medical Equipment,HCPCS Level II
E4515,Durable medical equipment item 4515,Durable Medical Equipment,HCPCS Level II
E4520,Durable medical equipment item 4520,Durable Medical Equipment,HCPCS Level II
E4525,Durable medical equipment item 4525,Durable Medical Equipment,HCPCS Level II
E4530,Durable medical equipment item 4530,Durable Medical Equipment,HCPCS Level II
E4535,Durable medical equipment item 4535,Durable Medical Equipment,HCPCS Level II
E4540,Durable medical equipment item 4540,Durable Medical Equipment,HCPCS Level II
E4545,Durable medical equipment item 4545,Durable Medical Equipment,HCPCS Level II
E4550,Durable medical equipment item 4550,Durable Medical Equipment,HCPCS Level II
E4555,Durable medical equipment item 4555,Durable Medical Equipment,HCPCS Level II
E4560,Durable medical equipment item 4560,Durable Medical Equipment,HCPCS Level II
E4565,Durable medical equipment item 4565,Durable Medical Equipment,HCPCS Level II
E4570,Durable medical equipment item 4570,Durable Medical Equipment,HCPCS Level II
E4575,Durable medical equipment item 4575,Durable Medical Equipment,HCPCS Level II
E4580,Durable medical equipment item 4580,Durable Medical Equipment,HCPCS Level II
E4585,Durable medical equipment item 4585,Durable Medical Equipment,HCPCS Level II
E4590,Durable medical equipment item 4590,Durable Medical Equipment,HCPCS Level II
E4595,Durable medical equipment item 4595,Durable Medical Equipment,HCPCS Level II
E4600,Durable medical equipment item 4600,Durable Medical Equipment,HCPCS Level II
E4605,Durable medical equipment item 4605,Durable Medical Equipment,HCPCS Level II
E4610,Durable medical equipment item 4610,Durable Medical Equipment,HCPCS Level II
E4615,Durable medical equipment item 4615,Durable Medical Equipment,HCPCS Level II
E4620,Durable medical equipment item 4620,Durable Medical Equipment,HCPCS Level II
E4625,Durable medical equipment item 4625,Durable Medical Equipment,HCPCS Level II
E4630,Durable medical equipment item 4630,Durable Medical Equipment,HCPCS Level II
E4635,Durable medical equipment item 4635,Durable Medical Equipment,HCPCS Level II
E4640,Durable medical equipment item 4640,Durable Medical Equipment,HCPCS Level II
E4645,Durable medical equipment item 4645,Durable Medical Equipment,HCPCS Level II
E4650,Durable medical equipment item 4650,Durable Medical Equipment,HCPCS Level II
E4655,Durable medical equipment item 4655,Durable Medical Equipment,HCPCS Level II
E4660,Durable medical equipment item 4660,Durable Medical Equipment,HCPCS Level II
E4665,Durable medical equipment item 4665,Durable Medical Equipment,HCPCS Level II
E4670,Durable medical equipment item 4670,Durable Medical Equipment,HCPCS Level II
E4675,Durable medical equipment item 4675,Durable Medical Equipment,HCPCS Level II
E4680,Durable medical equipment item 4680,Durable Medical Equipment,HCPCS Level II
E4685,Durable medical equipment item 4685,Durable Medical Equipment,HCPCS Level II
E4690,Durable medical equipment item 4690,Durable Medical Equipment,HCPCS Level II
E4695,Durable medical equipment item 4695,Durable Medical Equipment,HCPCS Level II
E4700,Durable medical equipment item 4700,Durable Medical Equipment,HCPCS Level II
E4705,Durable medical equipment item 4705,Durable Medical Equipment,HCPCS Level II
E4710,Durable medical equipment item 4710,Durable Medical Equipment,HCPCS Level II
E4715,Durable medical equipment item 4715,Durable Medical Equipment,HCPCS Level II
E4720,Durable medical equipment item 4720,Durable Medical Equipment,HCPCS Level II
E4725,Durable medical equipment item 4725,Durable Medical Equipment,HCPCS Level II
E4730,Durable medical equipment item 4730,Durable Medical Equipment,HCPCS Level II
E4735,Durable medical equipment item 4735,Durable Medical Equipment,HCPCS Level II
E4740,Durable medical equipment item 4740,Durable Medical Equipment,HCPCS Level II
E4745,Durable medical equipment item 4745,Durable Medical Equipment,HCPCS Level II
E4750,Durable medical equipment item 4750,Durable Medical Equipment,HCPCS Level II
E4755,Durable medical equipment item 4755,Durable Medical Equipment,HCPCS Level II
E4760,Durable medical equipment item 4760,Durable Medical Equipment,HCPCS Level II
E4765,Durable medical equipment item 4765,Durable Medical Equipment,HCPCS Level II
E4770,Durable medical equipment item 4770,Durable Medical Equipment,HCPCS Level II
E4775,Durable medical equipment item 4775,Durable Medical Equipment,HCPCS Level II
E4780,Durable medical equipment item 4780,Durable Medical Equipment,HCPCS Level II
E4785,Durable medical equipment item 4785,Durable Medical Equipment,HCPCS Level II
E4790,Durable medical equipment item 4790,Durable Medical Equipment,HCPCS Level II
E4795,Durable medical equipment item 4795,Durable Medical Equipment,HCPCS Level II
E4800,Durable medical equipment item 4800,Durable Medical Equipment,HCPCS Level II
E4805,Durable medical equipment item 4805,Durable Medical Equipment,HCPCS Level II
E4810,Durable medical equipment item 4810,Durable Medical Equipment,HCPCS Level II
E4815,Durable medical equipment item 4815,Durable Medical Equipment,HCPCS Level II
E4820,Durable medical equipment item 4820,Durable Medical Equipment,HCPCS Level II
E4825,Durable medical equipment item 4825,Durable Medical Equipment,HCPCS Level II
E4830,Durable medical equipment item 4830,Durable Medical Equipment,HCPCS Level II
E4835,Durable medical equipment item 4835,Durable Medical Equipment,HCPCS Level II
E4840,Durable medical equipment item 4840,Durable Medical Equipment,HCPCS Level II
E4845,Durable medical equipment item 4845,Durable Medical Equipment,HCPCS Level II
E4850,Durable medical equipment item 4850,Durable Medical Equipment,HCPCS Level II
E4855,Durable medical equipment item 4855,Durable Medical Equipment,HCPCS Level II
E4860,Durable medical equipment item 4860,Durable Medical Equipment,HCPCS Level II
E4865,Durable medical equipment item 4865,Durable Medical Equipment,HCPCS Level II
E4870,Durable medical equipment item 4870,Durable Medical Equipment,HCPCS Level II
E4875,Durable medical equipment item 4875,Durable Medical Equipment,HCPCS Level II
E4880,Durable medical equipment item 4880,Durable Medical Equipment,HCPCS Level II
E4885,Durable medical equipment item 4885,Durable Medical Equipment,HCPCS Level II
E4890,Durable medical equipment item 4890,Durable Medical Equipment,HCPCS Level II
E4895,Durable medical equipment item 4895,Durable Medical Equipment,HCPCS Level II
E4900,Durable medical equipment item 4900,Durable Medical Equipment,HCPCS Level II
E4905,Durable medical equipment item 4905,Durable Medical Equipment,HCPCS Level II
E4910,Durable medical equipment item 4910,Durable Medical Equipment,HCPCS Level II
E4915,Durable medical equipment item 4915,Durable Medical Equipment,HCPCS Level II
E4920,Durable medical equipment item 4920,Durable Medical Equipment,HCPCS Level II
E4925,Durable medical equipment item 4925,Durable Medical Equipment,HCPCS Level II
E4930,Durable medical equipment item 4930,Durable Medical Equipment,HCPCS Level II
E4935,Durable medical equipment item 4935,Durable Medical Equipment,HCPCS Level II
E4940,Durable medical equipment item 4940,Durable Medical Equipment,HCPCS Level II
E4945,Durable medical equipment item 4945,Durable Medical Equipment,HCPCS Level II
E4950,Durable medical equipment item 4950,Durable Medical Equipment,HCPCS Level II
E4955,Durable medical equipment item 4955,Durable Medical Equipment,HCPCS Level II
E4960,Durable medical equipment item 4960,Durable Medical Equipment,HCPCS Level II
E4965,Durable medical equipment item 4965,Durable Medical Equipment,HCPCS Level II
E4970,Durable medical equipment item 4970,Durable Medical Equipment,HCPCS Level II
E4975,Durable medical equipment item 4975,Durable Medical Equipment,HCPCS Level II
E4980,Durable medical equipment item 4980,Durable Medical Equipment,HCPCS Level II
E4985,Durable medical equipment item 4985,Durable Medical Equipment,HCPCS Level II
E4990,Durable medical equipment item 4990,Durable Medical Equipment,HCPCS Level II
E4995,Durable medical equipment item 4995,Durable Medical Equipment,HCPCS Level II
E5000,Durable medical equipment item 5000,Durable Medical Equipment,HCPCS Level II
E5005,Durable medical equipment item 5005,Durable Medical Equipment,HCPCS Level II
E5010,Durable medical equipment item 5010,Durable Medical Equipment,HCPCS Level II
E5015,Durable medical equipment item 5015,Durable Medical Equipment,HCPCS Level II
E5020,Durable medical equipment item 5020,Durable Medical Equipment,HCPCS Level II
E5025,Durable medical equipment item 5025,Durable Medical Equipment,HCPCS Level II
E5030,Durable medical equipment item 5030,Durable Medical Equipment,HCPCS Level II
E5035,Durable medical equipment item 5035,Durable Medical Equipment,HCPCS Level II
E5040,Durable medical equipment item 5040,Durable Medical Equipment,HCPCS Level II
E5045,Durable medical equipment item 5045,Durable Medical Equipment,HCPCS Level II
E5050,Durable medical equipment item 5050,Durable Medical Equipment,HCPCS Level II
E5055,Durable medical equipment item 5055,Durable Medical Equipment,HCPCS Level II
E5060,Durable medical equipment item 5060,Durable Medical Equipment,HCPCS Level II
E5065,Durable medical equipment item 5065,Durable Medical Equipment,HCPCS Level II
E5070,Durable medical equipment item 5070,Durable Medical Equipment,HCPCS Level II
E5075,Durable medical equipment item 5075,Durable Medical Equipment,HCPCS Level II
E5080,Durable medical equipment item 5080,Durable Medical Equipment,HCPCS Level II
E5085,Durable medical equipment item 5085,Durable Medical Equipment,HCPCS Level II
E5090,Durable medical equipment item 5090,Durable Medical Equipment,HCPCS Level II
E5095,Durable medical equipment item 5095,Durable Medical Equipment,HCPCS Level II
E5100,Durable medical equipment item 5100,Durable Medical Equipment,HCPCS Level II
E5105,Durable medical equipment item 5105,Durable Medical Equipment,HCPCS Level II
E5110,Durable medical equipment item 5110,Durable Medical Equipment,HCPCS Level II
E5115,Durable medical equipment item 5115,Durable Medical Equipment,HCPCS Level II
E5120,Durable medical equipment item 5120,Durable Medical Equipment,HCPCS Level II
E5125,Durable medical equipment item 5125,Durable Medical Equipment,HCPCS Level II
E5130,Durable medical equipment item 5130,Durable Medical Equipment,HCPCS Level II
E5135,Durable medical equipment item 5135,Durable Medical Equipment,HCPCS Level II
E5140,Durable medical equipment item 5140,Durable Medical Equipment,HCPCS Level II
E5145,Durable medical equipment item 5145,Durable Medical Equipment,HCPCS Level II
E5150,Durable medical equipment item 5150,Durable Medical Equipment,HCPCS Level II
E5155,Durable medical equipment item 5155,Durable Medical Equipment,HCPCS Level II
E5160,Durable medical equipment item 5160,Durable Medical Equipment,HCPCS Level II
E5165,Durable medical equipment item 5165,Durable Medical Equipment,HCPCS Level II
E5170,Durable medical equipment item 5170,Durable Medical Equipment,HCPCS Level II
E5175,Durable medical equipment item 5175,Durable Medical Equipment,HCPCS Level II
E5180,Durable medical equipment item 5180,Durable Medical Equipment,HCPCS Level II
E5185,Durable medical equipment item 5185,Durable Medical Equipment,HCPCS Level II
E5190,Durable medical equipment item 5190,Durable Medical Equipment,HCPCS Level II
E5195,Durable medical equipment item 5195,Durable Medical Equipment,HCPCS Level II
E5200,Durable medical equipment item 5200,Durable Medical Equipment,HCPCS Level II
E5205,Durable medical equipment item 5205,Durable Medical Equipment,HCPCS Level II
E5210,Durable medical equipment item 5210,Durable Medical Equipment,HCPCS Level II
E5215,Durable medical equipment item 5215,Durable Medical Equipment,HCPCS Level II
E5220,Durable medical equipment item 5220,Durable Medical Equipment,HCPCS Level II
E5225,Durable medical equipment item 5225,Durable Medical Equipment,HCPCS Level II
E5230,Durable medical equipment item 5230,Durable Medical Equipment,HCPCS Level II
E5235,Durable medical equipment item 5235,Durable Medical Equipment,HCPCS Level II
E5240,Durable medical equipment item 5240,Durable Medical Equipment,HCPCS Level II
E5245,Durable medical equipment item 5245,Durable Medical Equipment,HCPCS Level II
E5250,Durable medical equipment item 5250,Durable Medical Equipment,HCPCS Level II
E5255,Durable medical equipment item 5255,Durable Medical Equipment,HCPCS Level II
E5260,Durable medical equipment item 5260,Durable Medical Equipment,HCPCS Level II
E5265,Durable medical equipment item 5265,Durable Medical Equipment,HCPCS Level II
E5270,Durable medical equipment item 5270,Durable Medical Equipment,HCPCS Level II
E5275,Durable medical equipment item 5275,Durable Medical Equipment,HCPCS Level II
